PostalCode,NumStations,PLZ,GPLZ,Canton
8307,2,8307,8307,ZH
8307,2,8307,8307,ZH
8307,2,8307,8307,ZH
5647,2,5647,5647,AG
4563,2,4563,4563,SO
4563,2,4563,4563,SO
5442,2,5442,5442,AG
1424,2,1424,1424,VD
7440,2,7440,7440,GR
2544,2,2544,2544,SO
2545,2,2545,2545,SO
1224,2,1224,1224,GE
1224,2,1224,1224,GE
4225,2,4225,4225,BL
5524,2,5524,5524,AG
5524,2,5524,5524,AG
8156,2,8156,8156,ZH
4577,2,4577,4577,SO
3297,2,3297,3297,BE
8623,2,8623,8620,ZH
8400,2,8400,8400,ZH
8400,2,8400,8400,ZH
8400,2,8400,8400,ZH
8400,2,8400,8400,ZH
8903,2,8903,8903,ZH
8903,2,8903,8903,ZH
8903,2,8903,8903,ZH
8583,2,8583,8583,TG
8583,2,8583,8583,TG
8583,2,8583,8583,TG
4532,2,4532,4532,SO
1580,2,1580,1580,VD
1580,2,1580,1580,VD
1580,2,1580,1580,VD
1580,2,1580,1580,VD
8355,2,8355,8355,TG
3604,2,3604,3600,BE
3004,2,3004,3000,BE
8775,2,8775,8775,GL
8775,2,8775,8775,GL
8775,2,8775,8775,GL
9630,2,9630,9630,SG
9630,2,9630,9630,SG
6372,2,6372,6372,NW
3324,2,3324,3324,BE
3324,2,3324,3324,BE
4247,2,4247,4247,SO
8501,2,8501,8500,TG
9326,2,9326,9326,TG
3934,2,3934,3934,VS
8000,2,8000,8000,ZH
7432,2,7432,7432,GR
6045,2,6045,6045,LU
6045,2,6045,6045,LU
6423,2,6423,6423,SZ
4127,2,4127,4127,BL
4127,2,4127,4127,BL
7075,2,7075,7075,GR
3818,2,3818,3818,BE
3818,2,3818,3818,BE
8117,2,8117,8117,ZH
4565,2,4565,4565,SO
4573,2,4573,4573,SO
3011,2,3011,3000,BE
3855,2,3855,3855,BE
3855,2,3855,3855,BE
3855,2,3855,3855,BE
3855,2,3855,3855,BE
6280,2,6280,6280,LU
6280,2,6280,6280,LU
6280,2,6280,6280,LU
6280,2,6280,6280,LU
6386,2,6386,6386,NW
8308,2,8308,8308,ZH
8308,2,8308,8308,ZH
9465,2,9465,9465,SG
7530,2,7530,7530,GR
4208,2,4208,4208,SO
4058,2,4058,4000,BS
6052,2,6052,6052,NW
6264,2,6264,6264,LU
2105,2,2105,2105,NE
5040,2,5040,5040,AG
1636,2,1636,1636,FR
8488,2,8488,8488,ZH
8488,2,8488,8488,ZH
8708,2,8708,8708,ZH
8708,2,8708,8708,ZH
1293,2,1293,1293,GE
1895,2,1895,1895,VS
4934,2,4934,4934,BE
1847,2,1847,1847,VD
7502,2,7502,7502,GR
3015,2,3015,3000,BE
3015,2,3015,3015,BE
7166,2,7166,7166,GR
1018,2,1018,1000,VD
4419,2,4419,4419,BL
3186,2,3186,3186,FR
2114,2,2114,2114,NE
8555,1,8555,8555,TG
1510,1,1510,1510,VD
1510,1,1510,1510,VD
1510,1,1510,1510,VD
1510,1,1510,1510,VD
5737,1,5737,5737,AG
5507,1,5507,5507,AG
1921,1,1921,1921,VS
1452,1,1452,1452,VD
3455,1,3455,3455,BE
8840,1,8840,8840,SZ
8840,1,8840,8840,SZ
8840,1,8840,8840,SZ
8840,1,8840,8840,SZ
4954,1,4954,4954,BE
2732,1,2732,2732,BE
2732,1,2732,2732,BE
2732,1,2732,2732,BE
2732,1,2732,2732,BE
6285,1,6285,6285,LU
6285,1,6285,6285,LU
3966,1,3966,3966,VS
3966,1,3966,3966,VS
6048,1,6048,6048,LU
6048,1,6048,6048,LU
5452,1,5452,5452,AG
1031,1,1031,1031,VD
1522,1,1522,1522,VD
1522,1,1522,1522,VD
2126,1,2126,2126,NE
8213,1,8213,8213,SH
6234,1,6234,6234,LU
6234,1,6234,6234,LU
4053,1,4053,4000,BS
5242,1,5242,5242,AG
5242,1,5242,5242,AG
5242,1,5242,5242,AG
5242,1,5242,5242,AG
6288,1,6288,6288,LU
3714,1,3714,3714,BE
3714,1,3714,3714,BE
3714,1,3714,3714,BE
7546,1,7546,7546,GR
5043,1,5043,5043,AG
5072,1,5072,5072,AG
6592,1,6592,6592,TI
4051,1,4051,4000,BS
4943,1,4943,4943,BE
6438,1,6438,6438,SZ
5623,1,5623,5623,AG
1788,1,1788,1788,FR
7132,1,7132,7132,GR
1660,1,1660,1660,VD
1660,1,1660,1660,VD
1660,1,1660,1660,VD
1660,1,1660,1660,VD
6274,1,6274,6274,LU
6055,1,6055,6055,OW
6055,1,6055,6055,OW
6055,1,6055,6055,OW
7710,1,7710,7710,GR
7710,1,7710,7710,GR
2540,1,2540,2540,SO
2540,1,2540,2540,SO
2540,1,2540,2540,SO
2540,1,2540,2540,SO
3122,1,3122,3122,BE
8317,1,8317,8317,ZH
6929,1,6929,6929,TI
8704,1,8704,8704,ZH
4461,1,4461,4461,BL
7413,1,7413,7413,GR
6247,1,6247,6247,LU
3065,1,3065,3065,BE
3065,1,3065,3065,BE
3254,1,3254,3254,SO
3254,1,3254,3254,SO
3717,1,3717,3717,BE
3814,1,3814,3814,BE
8192,1,8192,8192,ZH
8192,1,8192,8192,ZH
7533,1,7533,7533,GR
6060,1,6060,6060,OW
6060,1,6060,6060,OW
6060,1,6060,6060,OW
6060,1,6060,6060,OW
6060,1,6060,6060,OW
6060,1,6060,6060,OW
6472,1,6472,6472,UR
8964,1,8964,8964,AG
4936,1,4936,4936,BE
8954,1,8954,8954,ZH
3263,1,3263,3263,BE
4852,1,4852,4852,AG
4852,1,4852,4852,AG
9104,1,9104,9104,AR
8475,1,8475,8475,ZH
3127,1,3127,3127,BE
3127,1,3127,3127,BE
9246,1,9246,9246,SG
3177,1,3177,3177,BE
6122,1,6122,6122,LU
6222,1,6222,6222,LU
6390,1,6390,6390,OW
6390,1,6390,6390,OW
5042,1,5042,5042,AG
8409,1,8409,8400,ZH
8496,1,8496,8496,ZH
6434,1,6434,6434,SZ
5236,1,5236,5236,AG
4814,1,4814,4814,AG
3126,1,3126,3126,BE
3126,1,3126,3126,BE
4410,1,4410,4410,BL
4410,1,4410,4410,BL
4410,1,4410,4410,BL
9536,1,9536,9536,SG
1163,1,1163,1163,VD
6110,1,6110,6110,LU
6110,1,6110,6110,LU
6110,1,6110,6110,LU
8104,1,8104,8104,ZH
1093,1,1093,1093,VD
8105,1,8105,8105,ZH
8105,1,8105,8105,ZH
9220,1,9220,9220,TG
9220,1,9220,9220,TG
8852,1,8852,8852,SZ
8852,1,8852,8852,SZ
7457,1,7457,7457,GR
8240,1,8240,8240,SH
8240,1,8240,8240,SH
8002,1,8002,8000,ZH
8002,1,8002,8002,ZH
8494,1,8494,8494,ZH
8494,1,8494,8494,ZH
5212,1,5212,5212,AG
2575,1,2575,2575,BE
2575,1,2575,2575,BE
2575,1,2575,2575,BE
8046,1,8046,8000,ZH
3184,1,3184,3184,FR
6016,1,6016,6016,LU
6064,1,6064,6064,OW
7056,1,7056,7056,GR
8842,1,8842,8842,SZ
6182,1,6182,6182,LU
6182,1,6182,6182,LU
8154,1,8154,8154,ZH
8452,1,8452,8452,ZH
6072,1,6072,6072,OW
5630,1,5630,5630,AG
5630,1,5630,5630,AG
5630,1,5630,5630,AG
6078,1,6078,6078,OW
6078,1,6078,6078,OW
1670,1,1670,1670,FR
1670,1,1670,1670,FR
1670,1,1670,1670,FR
3427,1,3427,3427,BE
3982,1,3982,3982,VS
9436,1,9436,9436,SG
5405,1,5405,5400,AG
5405,1,5405,5405,AG
5405,1,5405,5405,AG
1225,1,1225,1225,GE
1225,1,1225,1225,GE
6074,1,6074,6074,OW
6243,1,6243,6243,LU
3508,1,3508,3508,BE
